Name, Repository, Date, Message, Hash
mark-knapp,laas-device-proxy,2019-02-08T23:39:48Z,Adding test class for Mark,0069634d166f62a6a68cbbf4c0edd883ee426c3f
mark-knapp,laas-job-scheduler,2018-12-18T18:18:29Z,Updated SampleTestGenerator.,5b5ce6b580d7a8cacfc3cb1ae6e177fa845df5d6
mark-knapp,laas-ims,2019-09-07T21:48:08Z,Improved logging,22e42c992e207468d0a421c2d5050680023819db
mark-knapp,laas-containers,2019-12-03T21:49:34Z,Trival commit,ea3f3ecf69cbdd4d54151f61247154bd90d057e8
mark-knapp,laas-docker-nginx,2020-09-21T18:02:58Z,TNT-962 fixing job scheduler ports,2aeee7d94049ce580c697ba4fb22fd8e0a4cce22
mark-knapp,uiatest2,2020-03-02T20:50:52Z,TNT-494 Removing problematic Launcher tests. (#160),f78156bb1b4702e5e3caa9cebcfbf8fb2e9f3b4e
mark-knapp,laas-ocr-tests,2020-05-20T21:28:48Z,Initial commit,7febedfa5f06533f50905c6fea6220f0818a4679
mark-knapp,laas-cos-api,2020-11-12T16:54:32Z,Initial commit,c3832695ab9668ca6c66e0802e32cfee3f5e834c
bernard,release-management-tools,2019-04-10T21:36:10Z,Add script in case stgbuild gets obliterated again,2e02cde8478968e6229a7fc3878c19c1a72a9328
bernard,uiatest2,2020-01-08T23:49:25Z,Add sending code coverage storage broadcast on tear down (#16),993bb0db0f48d15187a411b55b1c64d677c5822d
bernard,localization,2020-02-12T22:56:11Z,Make code comply with PEP8,4562a71ca6763b89d5528e9789a15e315bdef85b
bernard,android-tests,2013-05-29T03:13:31Z,Add sample test for usage of android uiautomator,fadc2ad2055a851ca2fd65f92ed51c0704c31be4
bernard,load-testing-basic,2019-02-21T02:05:04Z,Add GCP Emulator quick start stuff,19fd93bb5a4b2eebab416c7cf5dd963ef47b2747
bernard,server-load-testing,2013-08-22T05:53:35Z,Merge branch 'develop' of github.com:kristalinc/server into develop,c6b6c947b35d466cb00141672245c48a35eab0e6
bernard,clovergo-session-generator,2020-08-08T01:26:42Z,Create shoddy method for creating a merchant,235ada582ca2b809cc7d0af8c02a245a158c81db
bernard,locust-load-testing,2020-08-20T23:34:07Z,Make Clover Go load test compatible with the Spinnaker Locust app,1b342b51703558834238a2cfacabed037384d247
bernard,android-common,2013-10-04T22:30:13Z,Configure build to do unit tests,c935f7bea91de2b20818840b8d704b9bfa7490e9
bernard,register,2017-02-21T22:44:08Z,Add a content description to the splash screen to help select it for …,419a2f8065d1668cdaf6c3e98ac4138d7d0f3ee0
mark-mullan,server-load-testing,2016-12-02T16:47:58Z,Update REST API docs,73ed0fe42c9e3353b7571cea2860cc7051a2e561
mark-mullan,customer-engagement,2020-07-14T22:56:55Z,FIX: JSON deserialization of Birthdate member variables (CUS-2101) (#…,158f837b0a9486f4f796526ed9da5bccc10c40c4
mark-mullan,clover-serverkit,2020-10-14T04:31:46Z,REFACTOR: remove Ids from serverkit and use it from com.clover.util,339fa0ea1b623bd780216844746059ab5552a50c
mark-mullan,schema-tool,2017-04-27T18:48:31Z,SEMI-803 cloverShouldHandleReceipts per-transaction setting should de…,e23cf48b1bbfb44adbac8eebc42cc66ece53877d
mark-mullan,server,2016-12-02T16:47:58Z,Update REST API docs,73ed0fe42c9e3353b7571cea2860cc7051a2e561
rthungathurthi,test,2020-07-07T20:43:21Z,Update README.md,ca0499e3b9792041749ffd738bf5421c27a6c708
rthungathurthi,reseller-promotion-brand-assets-api,2020-07-07T20:51:32Z,Initial commit,a819fa627da9b1cf76493944355c88a37909c0b8
rthungathurthi,reseller-promotion-broadcast-messages-api,2020-07-07T20:59:32Z,Initial commit,def9e163ed7c301b01c976319f475c49e38fe661
rthungathurthi,partner-broadcast-promotion-api,2020-07-27T17:37:07Z,broadcast api for partners (#1),1986dc1ef5154f221051b0adeac881d0fd07d8ee
rthungathurthi,partner-brandassets-promotion-api,2020-07-29T16:31:17Z,Initial commit,a870754750584847347fd1fdabce48ac8ab04f6b
rthungathurthi,test_app_collection,2020-08-12T22:08:20Z,Initial commit,4174c7fe3c7035afe0933cf2ba786d8adcbbe529
rthungathurthi,partner-app-collections-api,2020-08-26T21:31:12Z,Initial commit,e4b5a1af016396bb7176488b7527da5b9abaa6c6
rthungathurthi,schema-tool,2019-05-08T22:26:43Z,Schema code changes for APPMKT-2645,5d99da9dffb90930e358ab57888fa6c80b907b36
rthungathurthi,server,2018-06-25T22:27:08Z,Synch file for dev14,657419668df7cc09afd504e421757fad19911da6
andy-brooks,config-driven-android-apps,2020-10-16T14:35:17Z,Initial commit,ba51c35f894d5b68fcd120c92b8925a8bca513ea
andy-brooks,release-management,2020-10-29T20:12:20Z,Initial commit,bf2e5d2319d601394aa4341abbde2d0a28bf2f70
adonis-brown,laas-common,2020-03-10T22:00:34Z,Tnt 411 (#1),62998b5fa21efc9fb9e9ec1121873fcf90869b39
adonis-brown,laas-job-scheduler,2020-05-20T20:06:00Z,TNT-563 Checking in various Job scheduler unit Test (#6),4aac27d7ebdf9342bf66d9d87d1900b057f41e5a
pulkit,merchant-map,2020-04-14T14:56:13Z,Mapbox (#3),66de930a0f1c9c8d7aa25ab16a9cff4e3bacb82e
katie-lundgren,email-templates,2020-06-25T17:58:48Z,Merge pull request #26 from clover/virtusa-develop-fci984,a9eb11011bbb16f84ec512d4b7f798bbb2e98ebf
katie-lundgren,cloverdotcom,2020-11-26T22:21:28Z,CGH-4595: Sending data to intercom after cookies have been set (#282),bf1f328a139637e9e8d30f5e950cd0cefb75acec
katie-lundgren,server-load-testing,2019-04-03T21:51:42Z,Change Salesforce Owner ID for Checkout Leads,331d98ae29630ef65f8a2998686231ae0bf1dba1
katie-lundgren,cloverstatic-content,2020-07-17T16:17:07Z,Add files via upload (#8),743f2d220457c9294c8b791f76f46e413ce658a5
katie-lundgren,clover-shop,2020-08-21T17:06:56Z,CGH-4256: Part 2 - Replacing partnerInfo param in partner url with Ad…,20ade9fa590cc2ec401c6af19bb45dfcb036be2b
katie-lundgren,web-self-boarding,2019-04-09T19:53:24Z,Address Line 2 shows validation error but does not disable submit,0a1daa292ba943dd18c7d3ff5a689ea0dcc0802d
katie-lundgren,schema-tool,2019-08-21T17:40:17Z,CGH-2981: Request and response bodies for new growth/partner/applicat…,8c454e5a6d147eba7fa0a7bc0ae1fb753b809a21
katie-lundgren,server,2019-04-03T21:51:42Z,Change Salesforce Owner ID for Checkout Leads,331d98ae29630ef65f8a2998686231ae0bf1dba1
dani-tacheny,terraform-google-spring_boot_apps,2020-05-21T20:26:26Z,Create GCP service account for Genesis API (#62),d42843c3018f187680d7ff9f16b4217946d24909
dani-tacheny,genesisapi,2020-06-17T14:00:53Z,CGH-3725: Create reseller service credentials endpoint (#13),db8eb1fcea154bd2018e49603fcb7d4de144cf61
dani-tacheny,schema-tool,2019-07-31T20:06:58Z,CGH-2820: Remove matchScore from application info,94001bbd20233b71876a4e698004f20495aadefe
matthew-ricci,growth-api,2020-02-24T16:28:39Z,CGH-3389: Incorrect Email format allowing in Leads Endpoint in Growth…,36f8c00d3a258898e1af5986290d169e61489eb3
matthew-ricci,jenkins-dsl-jobs,2020-03-09T17:28:49Z,Add Genesis-api to Jenkins repo list (#46),ff85203b27a4388a15c37bbf92a9145f4957c157
matthew-ricci,genesisapi,2020-03-09T17:16:45Z,CGH-3726: Replace Jenkinsfile with yml config (#2),7380bc1ff6a5b9313249dfe0eeb730028c508f98
matthew-ricci,cloverdotcom,2020-08-27T21:36:54Z,Bump react-router-dom from 5.1.2 to 5.2.0 (#29),6085258f1c02d39f621bb84b63ca6e9c470a2203
matthew-ricci,server-load-testing,2019-03-01T16:21:52Z,CGH-196: added logic to escape html on business and owner info,3863ee6bcdd78629b76ddd14c68ff0a991a7f92e
matthew-ricci,clover-shop,2020-10-14T15:08:08Z,CGH-4533: Fix PNG Branding Banner logos rendering at 2px height (#228),70044fdce24962d92da9a3b06f5d2cc4b020d378
matthew-ricci,web-self-boarding,2019-05-22T19:30:56Z,CGH-2661: Call validate endpoint to enable better logging of infinite…,8d5bcdf42a2ec429c15178c46c2cf52ef1670f76
matthew-ricci,schema-tool,2019-03-06T18:21:21Z,add leadId parameter to boarding application lead scheme,82486d2af35c52e855ca68e8a5c02848d4d3a321
matthew-ricci,server,2019-03-01T16:21:52Z,CGH-196: added logic to escape html on business and owner info,3863ee6bcdd78629b76ddd14c68ff0a991a7f92e
jason-hang,olo-service,2020-05-28T17:14:56Z,FEAT: [COLO-387] - Remove filter for enabled field when returning Cat…,49a497dcbb86358520ba70788bfa040fca2bb766
jason-hang,order-api,2020-06-22T15:37:27Z,"Add TaxRate to LineItem and Payment, Add PaymentTaxRate (#35)",dd965ac54492f9194d15089e312a2611b9c787ab
jason-hang,web-order-ahead,2020-03-17T20:11:41Z,Adding test setup and configs (#2),2f6f52b70fd62a0546aa54c76d662db73e5e80ec
jason-hang,web-portal,2020-01-16T15:46:04Z,Integrate CE Apps into Enterprise/ML Dashboard,b5787c52767c44877c0cab5bc6a08af851dcf940
jason-hang,server-load-testing,2020-02-13T15:29:35Z,CES-1040: Include enterprise_id and/or source query params into redir…,458a5de7c0f58b52d7f02d4540f4ac06a014aae4
jason-hang,server,2020-02-13T15:29:35Z,CES-1040: Include enterprise_id and/or source query params into redir…,458a5de7c0f58b52d7f02d4540f4ac06a014aae4
manuel-figueroa,email-templates,2020-08-13T17:52:32Z,Merge pull request #42 from clover/virtusa-develop-fci1301,6e09282c74d4ca985a54f422071871350b021e9f
manuel-figueroa,server-load-testing,2019-05-06T13:59:47Z,CGH-2614: Send GA connector JSON fields to Salesforce,30c686df941e50a75f6cbdd25941359a96d839f2
manuel-figueroa,web-self-boarding,2019-04-10T18:45:32Z,Fix tax filing name validation,c419d8d377770177e1e62acab9d8647f7f5ba2cc
manuel-figueroa,schema-tool,2019-07-22T14:29:50Z,CGH-2356: Add promoCode field,d0bb8c1440812b619e8b1fa19d57877f73a7acf7
manuel-figueroa,server,2019-05-06T13:59:47Z,CGH-2614: Send GA connector JSON fields to Salesforce,30c686df941e50a75f6cbdd25941359a96d839f2
andrew-chan,cloverdotcom,2018-11-27T16:50:29Z,add build step into e2e test on docker bash script,0dc5eaa0c9f86d218b222e47579f2ece6a5ac298
andrew-chan,clover-shop,2018-11-28T18:29:42Z,Adding Serenity E2E test automation.,6cd1148969e4a11ffa1ce6896eb67de6c8becb79
wang,web-order-ahead,2020-04-11T05:08:34Z,i.e. should really be e.g. (#286),262c49bef4e9d2a37db4cce758a843489680db1a
wang,server-load-testing,2016-01-12T20:21:18Z,added Rom number to devices list in cs app,662ae0579718b3f3532e691e3c42a26eeff897de
wang,web-self-boarding,2017-09-10T21:35:19Z,reading is FUNdamental,defb1e0be6cd3dff40bdc38590b43dd220b9d196
wang,schema-tool,2016-01-12T20:04:12Z,avro changes to add rom number to reseller devices list,d2b443d19c48cefadf4a8f880a1c796372cec314
wang,server,2016-01-12T20:21:18Z,added Rom number to devices list in cs app,662ae0579718b3f3532e691e3c42a26eeff897de
alan-george,partner-broadcast-promotion-api,2020-09-25T21:57:24Z,Added docs and server modules for microservice hosting implementation,bc5b1f99d9181614fae2870c8d28508f63b33dc9
alan-george,partner-brandassets-promotion-api,2020-10-01T17:18:41Z,CCI-301: Hardened API and Added Server Module,79a1eff7869d0560516ce82d026c48eca96b3570
alan-george,clover-cci-partner-api,2020-08-06T20:16:07Z,first commit,58405fe62b5c46df2f3aedbcd19f0dea23979b67
alan-george,cci-partner-device-api,2020-09-24T17:20:16Z,CCI-243: Added Effective YAML Generation,0df5975a0ad5454297fb5e9b09112386a028946b
alan-george,partner-app-collections-api,2020-09-30T20:20:06Z,CCI-330: API Hardening and Doc Updates,cdb2f64392dd496acf0aa7f9a640b28da46f13c1
alan-george,boarding-tools,2018-02-23T21:19:13Z,Integration Test Refactor,65e70d8c9a438efaa365ac792301c0e2545f359c
alan-george,schema-tool,2017-08-04T14:42:11Z,BILL-195 : Updated Device/BuildType Enumeration,bcbecc32cefecad48371682018f3892a20172459
alan-george,server,2017-08-02T21:14:09Z,STING-68 : Allowed Program Expresses to be updated on modify,8ea6d2b69c87eec5bbc09170cf18f708b731734a
bambi-tsui,tealeaf-factory-test-apps,2020-03-09T17:22:57Z,PLAFM-5925: add Jenkinsfile for jenkins builds (#1),f13ad592f87a835885a2aeff8e0a1b5c78cec248
bambi-tsui,terraform-rombuild-jenkins-agents,2020-03-19T20:49:31Z,"PLAFM-6092: add ""egress-mailrelay"" tag",6b5de601fdf22305b304e3f72e23043bdd09a755
bambi-tsui,rom-artifact-resolver,2020-05-18T21:34:01Z,Initial commit,bcba1b14d7fc6d801d39d3d599500fa3f904f2a8
bambi-tsui,secure-report-decoder-api,2020-07-16T20:52:31Z,Merge pull request #1 from clover/AddOpenAPIGenerator,771756774c55e74e1cc29fa288b7f1c4db760381
bambi-tsui,rombuild-docker-golang,2020-09-15T20:27:49Z,Create README.md,59801239f3a03daf6978e4a257aabb79ea50edc2
bambi-tsui,manufacturer-signing,2020-10-13T03:14:04Z,Update test_client.py,116f30090cfbd225b0b4968580808534851c3ba0
bambi-tsui,rom-flashing-station,2020-11-09T06:21:17Z,PLAFM-6366: fsl provisioning for qc2,c7b308e252357fb383359f5dae3e464329421716
bambi-tsui,server,2018-12-20T00:03:25Z,address refurb cases,8a022e416a346c97079c3e51d0b3d2bfd4a909ac
bambi-tsui,rombuild-docker-pyinstaller,2020-12-03T23:33:15Z,Initial commit,d3e566e1c4b51ec862aa426bc1294fc683e3c84c
pal-meiyappan,config,2020-06-18T22:24:23Z,Initial commit,0fd9110c78b373ce4f7281f5917a892a4bd23abe
pal-meiyappan,server-load-testing,2018-02-09T19:36:34Z,DP-1589 sometimes sad tests.test_developer_app::test_good_webhook Cha…,6047af1c6ac004ecf6a9e844ad54a9737020d94c
pal-meiyappan,httpcore,2020-07-10T22:04:04Z,Initial commit,02c6983d76bcab9952289e2ed302b96346c836f5
pal-meiyappan,clover-serverkit,2020-08-07T20:10:14Z,Initial commit,fffb5611636b8e3f1ba2424ebd3d24b6d80845c0
pal-meiyappan,corecommunication,2020-08-17T22:25:31Z,Initial commit,9d27fb081fc6273bff245395b9b83392bd8454af
pal-meiyappan,clientanalytics,2020-09-08T22:37:16Z,Initial commit,fe1ef383d014b6e72f9dce0de1e998df9c6ba0eb
pal-meiyappan,serverkit-mono-repo,2020-09-13T21:59:01Z,Initial commit,62c2229a8aa4559bbc3ade33e6f8da25f935d54e
pal-meiyappan,core,2020-08-19T23:12:34Z,Introduce corecommunication library,4e03f2bbf09b8404bbc01b6b0a5eb4f5e91fc407
pal-meiyappan,telegraf-dropwizard-metrics,2020-11-04T08:31:25Z,Initial commit,4e60e7b5856d35f38811faebf9f075de4deb9df3
pal-meiyappan,server,2018-02-09T19:36:34Z,DP-1589 sometimes sad tests.test_developer_app::test_good_webhook Cha…,6047af1c6ac004ecf6a9e844ad54a9737020d94c
boris-minkin,validation-api,2020-05-14T15:16:24Z,Merge pull request #1 from clover/initial-work-on-validation-api-library,490a4e253dcdc7aa50f2ced56f46dd85b2280752
boris-minkin,invoicing-checkout-service,2020-05-19T19:06:49Z,Merge pull request #1 from clover/copy-prev-code,d116f8363fa31126accfb805ab9c4088fe47f831
boris-minkin,server-load-testing,2019-03-22T17:38:09Z,add api key authentication,9759a89695ad00dff1e0b1017e88c81c4cba739b
boris-minkin,invoicing-checkout-messaging-api,2020-07-23T20:08:55Z,Merge pull request #1 from clover/create-invoicing-schema,22bd8eb03f04a72f14b65765f500fc19772934c7
boris-minkin,signature-validation,2020-07-31T14:01:37Z,Initial commit,12e618154ed2fc94d9f9ee185637c8de46b77ba2
boris-minkin,core,2019-04-23T14:46:39Z,add payment attribute type enum,b2d988bd15536abe50d3a8885a45fafcc565778a
boris-minkin,schema-tool,2019-03-20T13:25:24Z,add API access key to the schema,d26bbcdbf4fe02b30d7e4c142cacf2ee9507f14e
boris-minkin,server,2019-03-22T17:38:09Z,add api key authentication,9759a89695ad00dff1e0b1017e88c81c4cba739b
rachel-church,lint-config,2020-03-12T02:45:50Z,Update Jenkinsfile,771acca804cd2bf71772405396b2316a481c2a8f
rachel-church,web-order-ahead,2020-03-19T23:43:42Z,Added intelliJ files & made package.json scripts human readable names…,b8a8ca28909a7dbce4b54a9180e5f4e02981a844
rachel-church,email-templates,2020-03-19T22:02:58Z,updated gitignore,09cea113246e2cf0cb08e17ca308925e1f5f1f66
rachel-church,web-legacy,2017-07-17T17:10:42Z,Users are now able to try again after failing to upload a business lo…,876e066729c03223a8cf374f27d2d4e81caf068c
rachel-church,web-portal,2017-10-11T19:22:55Z,Added setup info to readme and intelliJ files to gitignore,a6b3dbc85b06591c7a9f2ec1013962d484ba0f74
rachel-church,cloverdotcom,2018-08-22T14:36:30Z,Global SCSS is a go (#28),7df2d17d5bd9f424ef9465c47ad5978cfb217d1b
rachel-church,server-load-testing,2017-07-21T18:48:38Z,Corrected the two-factor auth phone numbers to be saved in internatio…,e71a1a72b1f2cfb1a765e4a63c6379dae0fb1490
rachel-church,server,2017-07-21T18:48:38Z,Corrected the two-factor auth phone numbers to be saved in internatio…,e71a1a72b1f2cfb1a765e4a63c6379dae0fb1490
dkanjilal,web-legacy,2019-12-17T19:22:40Z,Fix for multiple radio buttons displayed as selected in the setup app,bca14e383c84f3254c0282a5024dfe9322105c49
dkanjilal,web-portal,2020-09-09T18:00:49Z,FIX: Modify tooltip for surcharge details (#1079),aed7d59e1fbfbfb7d9245c4939fb894e503fe51e
dkanjilal,server-load-testing,2019-09-30T16:37:04Z,Fix for Null Pointer Exception in PaymentGatewayService,280daac6ecdee564488144714821522edc31e006
dkanjilal,core,2020-05-29T18:12:56Z,Add new field rate to additional charge amount,e615c82a5ca6730a23563b6a25d2ec092e6f8021
dkanjilal,schema-tool,2019-11-14T23:10:59Z,Add closeoutTimeDifference to batch,3eb4efe1c1abd0a38b92fcfe2599de338e7a34c7
dkanjilal,server,2019-09-30T16:37:04Z,Fix for Null Pointer Exception in PaymentGatewayService,280daac6ecdee564488144714821522edc31e006
holden-bucher,web-lib-core-styles,2020-03-20T03:05:23Z,Package name and npm-local config (#5),df85a08ae2feda00f7a28751b257d38dd82bfcf5
holden-bucher,lint-config,2020-02-01T02:13:02Z,gitignore and .idea dir,89f0e18ea7650deb0887a280c3a189922572f294
holden-bucher,email-templates,2020-03-19T21:57:48Z,Initial commit,b40427e6b8c4e73f789a139a4ec41886b6d63846
holden-bucher,web-legacy,2019-12-10T02:14:32Z,[FIN-535] Add RD Icon SVG for use in daily batch closeout email,6ffc30504f570cb0d182782610a95ee5f047d171
holden-bucher,web-portal,2019-07-12T18:03:31Z,[FIN-311] RD Deposit Scheduling Types,cbc6b84d7291900b17c94f0c9254f0b116d7246a
holden-bucher,server-load-testing,2019-07-25T19:53:08Z,rapid deposit scheduling feature flag,b63af4eae687d46b01591dfb9a6e71ff9275aa48
holden-bucher,core,2019-07-31T17:18:33Z,updated SettingName.java to include CLOVER_CAPITAL_ENABLED setting,a8c6b1c41e3baea62685d740c65d58125f6a078d
holden-bucher,schema-tool,2020-01-23T23:22:58Z,[FIN-582] Update eligibility object,0336dfe8f6f2f05c2c43091813b3cdfb7bd06784
holden-bucher,server,2019-07-25T19:53:08Z,rapid deposit scheduling feature flag,b63af4eae687d46b01591dfb9a6e71ff9275aa48
luke-schaack,helpcenter,2019-08-22T23:19:10Z,"remove vidyard traces, add recent changes to CustomVideoPlayer index …",8e549169ad51da83b74f18df220031a6efab1d09
luke-schaack,web-legacy,2018-11-19T19:55:16Z,remove redundant login button on header of login page,45f6e2a70ce0624a1d1fa462ca49c0989034b6d9
luke-schaack,web-portal,2018-11-19T23:42:20Z,update tooltip icon and remove old version,ebb71eb48aba59189c8e33a36ecebcec096da55e
luke-schaack,microcustomers,2020-08-24T23:38:12Z,pull in very basics w/o webpack or tsconfig,b74cb1440ece61c3e5e7d7a52649a4f5738a4de0
luke-schaack,server,2019-03-29T18:44:01Z,Create notification emails for Merchant Self-Service,463fe8f5825091832837271a4833b07c2835cc78
caitlin-mcelwee,clover-spring-boot,2020-10-30T14:03:30Z,Add configuration to disable p6spy logging by default (#336),e487a2283ebbc53a7787ce51b839586f8c31b941
caitlin-mcelwee,terraform-google-spring_boot_apps,2020-01-09T19:34:09Z,Adding service definition (#27),d93c6dbeb018dcee952aeeab7d9a8742cfc3aa45
caitlin-mcelwee,generator-spring-boot,2019-12-18T21:56:20Z,Fixed README (instructed to clone using https) (#25),b64fa2fa48c8edc07c9c69731b380a3952e6f779
caitlin-mcelwee,inventory-api,2019-12-04T21:26:33Z,Release/v1.1.x - Fixed a typo in several endpoints (#2),dff70a734acb1b010b5251d2cfde480fc5bfb34a
caitlin-mcelwee,olo-service,2019-12-18T19:01:15Z,Adding FullMenuService to the microservice (#1),4b64dfb35e91458f8688609f774e6c3b769d484e
caitlin-mcelwee,order-api,2020-06-03T20:27:29Z,CMA-1572: Update Order-Api repo to allow getting orders from COS with…,829dd85f3b0ea01bef1a1713fcfbea2598ee99d6
caitlin-mcelwee,onlineorder-api,2020-05-18T15:15:22Z,Added discounts,cf67251e0b99bc1eee34304bedec7352be99f2b5
caitlin-mcelwee,customer-engagement,2019-09-03T15:32:17Z,CES-564 Remove phone number from Customer Facing email (#3985),236f41ffb7c5c6d9ae8eb4003001317dc785a9e0
eric-fiala,server-load-testing,2017-01-05T00:31:51Z,Handles null non-revenue summaries for merchants on a Terminal plan w…,85963f5d8d0fd0da35a3d17e8ed10e04b42b841d
eric-fiala,schema-tool,2017-02-01T17:41:04Z,Added 'sortOrder' to modifier groups to allow clients to partially or…,677e4fecfbfbca25072ff8e01d2ac715f8062f5a
eric-fiala,server,2017-01-05T00:31:51Z,Handles null non-revenue summaries for merchants on a Terminal plan w…,85963f5d8d0fd0da35a3d17e8ed10e04b42b841d
kiran,server-load-testing,2018-11-16T20:01:54Z,Customize common name for cert generation,1e9db09292f95e532fa8bcefda263327af4509c2
kiran,android-common,2017-08-14T18:02:53Z,custom sidebar template for golden-oak sw-811dp,432de53ead94500c5a3f2508b7237fd6be0f2bfe
kiran,engine,2017-09-26T00:47:44Z,Empty merchant properties issue resolved.,4d45de2fcd1997ae1392d2010a7e72329b9a79f4
kiran,launcher,2017-08-15T16:54:05Z,Avoid widget flickering on refresh of launcher.,cc0b9ae4cb8f89ed758ae314ab3bd06b1f3a26a1
kiran,android-help,2019-03-01T23:33:01Z,Disable Click to Call for Unsupported regions,6b4b30dba94d889522fef1f7648e52efd62b8b50
kiran,android-setup,2017-08-14T18:03:14Z,Changes to add customize device screen for GOAK,db7af4a035a38c1af33ca8f0fb60b9cb2f526b14
kiran,wireless-manager,2019-11-12T20:03:25Z,Migrate to AndroidX,54373fcd102106151282a79181163a73c88d08f0
kiran,WifiCertificateInstaller,2018-08-13T20:58:26Z,WifiCertificateInstaller Stub project,f13dd4d686c17401b021139dfc6634d5cf5af190
kiran,epson-printer,2019-05-30T22:02:09Z,Initial commit for epson-printer app,a2a263305587d9c9e3448c1092830fe2f7ed9801
kiran,server,2018-11-16T20:01:54Z,Customize common name for cert generation,1e9db09292f95e532fa8bcefda263327af4509c2
rachana-mitkar,terraform-google-spring_boot_apps,2020-03-26T22:40:16Z,Adding service definition (#50),bf45038d3569b5e9e8ae9d5c381af2afc582c736
rachana-mitkar,wirelessmanager,2019-11-23T00:13:29Z,Adding Jasper Interface code (#2),0a54c3065fd647c1c3d5a8c8bfb9768590822489
rachana-mitkar,secure-report-decoder,2020-07-06T22:24:11Z,Adding spring boot generator (#2),5a9e060074b8fa364a3833b0d12d176ea96191e9
rachana-mitkar,wirelessmanager-api,2020-04-02T23:51:31Z,Initial commit,c7e4f9cd6bcabfdfa0a32457a351146c3240260d
rachana-mitkar,web-legacy,2019-06-11T17:54:13Z,Create a new filter type - SYSTEM_TOMSTONE in internal/crashes,a49b66f3b92c31f1278756e4257dfbb62e5df9ab
rachana-mitkar,server-load-testing,2019-06-07T20:20:24Z,Adding sdk_version for C403 device type,08f2afe081c662ac1c9f0b14d1926e6d7bbd130b
rachana-mitkar,secure-report-decoder-api,2020-07-14T21:58:07Z,Initial commit,b74ddf83da7f8027b2755d37e6535c52c6c998cf
rachana-mitkar,server,2019-06-07T20:20:24Z,Adding sdk_version for C403 device type,08f2afe081c662ac1c9f0b14d1926e6d7bbd130b
nitish-kumar,web-portal,2018-11-28T01:04:56Z,GA Events for ML onboarding -> Create Page,40da8d256c367cb9d0c6527304f88398fc41c8dd
nitish-kumar,navigation-server,2020-07-16T18:50:38Z,Adding CosAccessService to make necessary calls to COS (#5),e974d12e0ec6fff4954c5e78b9eaeab40b8a7fb1
nitish-kumar,navigation-api,2020-07-13T19:20:51Z,Added path params to the navigation api,0216e1a7e33aa83eb979d382bc04e5353d156771
nitish-kumar,server-load-testing,2018-06-06T23:49:39Z,Refactoring AttributePropagationService to use inventory transactor,93389e5b58dc11708b09332f7a968901a135dfd1
nitish-kumar,permission-api,2020-07-06T23:55:50Z,Initial commit,8ec4d878a61137a067f5f6c6becdcddc07833f45
nitish-kumar,agreement,2020-07-30T18:46:36Z,Initial commit,1c6cd1660518a623cd9adf408dd5cf5a4191ae75
nitish-kumar,agreement-api,2020-07-30T18:54:42Z,Initial commit,fe6c31d35cc04678f68b90e469da78f0212a8035
nitish-kumar,schema-tool,2018-10-01T17:18:07Z,Adding accountId field to EnterpriseEvent Class,88c60a2ef914c520075a6e8112f85db8cc61645a
nitish-kumar,server,2018-06-06T23:49:39Z,Refactoring AttributePropagationService to use inventory transactor,93389e5b58dc11708b09332f7a968901a135dfd1
pshivaram,uia-remote,2019-11-19T17:05:55Z,PDGN-822 Initial commit (#1),55603cbbc6b9edce5a094691b9088cba81ac911d
jerry-destremps,filter-service-api,2020-04-23T17:00:16Z,Initial commit,5ed53a8fea418f643bb126f6b7524f08cdd01b00
jerry-destremps,schema-tool,2020-06-19T21:36:12Z,QSR-994: Adding new count to MenuGoupStats and new boolean to MenuBul…,61e77743cd1c282f8001e6bc230321b75bb45047
jerry-destremps,reporting,2019-11-27T07:12:26Z,FIN-479: Got end to end functionality working with microservice and r…,bb5b271b0aa847fc9dff18aa4fb0b37f1771bdf7
jerry-destremps,android-setup,2019-06-04T23:15:13Z,"FIN-302: Fixing RD enrollment fetching bug if network is down, but al…",edbdbe280492c4bdb945cda183831b530ff6a8ef
jerry-destremps,server,2020-06-08T17:15:00Z,QSR-709:  Filtering and modifying tables is working.,ca75c1d188befeb8cbdeac2a547f66c9b8b6a31c
james-strate,olo-service,2020-03-26T19:16:47Z,add Lombok required plugin to readme (#48),757839598cc47d737a3a9db825e154d59ae50cbf
james-strate,web-order-ahead,2020-05-06T01:06:23Z,adjust style on merchant logo (#361),98d44d14d50cb611f5375e46c6dcedba07a2b34d
james-strate,cma-ios,2020-07-31T14:16:23Z,Initial commit,b9f2974cad8f7a3b5573028c26c02487b3a54a2c
james-strate,cma-ce-android,2020-07-31T14:18:19Z,Initial commit,8865d0b69eb4e3e4a0e0a70ed9d64390204dbe9d
james-strate,customer-engagement,2019-09-25T13:25:53Z,CES-765: Enable secondary token verification on inbound twilio reques…,d08661a8d3860b7a9c1322164ef34b3b07a7753c
prakash,engine,2017-05-31T00:26:57Z,Use robolectric 3.1.1,20ea9fa39338b5f77bb603912bbc54be9a1a80ed
prakash,register,2017-12-01T00:14:31Z,Gradle 3.0.0 | Register | Use google instead of mavenCentral,69d51ba68345689f97c4715b2fcaaf2c59a79ed1
prakash,fd-40-driver,2017-12-01T00:08:59Z,Gradle 3.0.0 | fd-40-driver | Use google() instead of mavenCentral(),c79ae5672f7ec0576785abb783860d9e5a1da921
